завулак Пермскі, 98, Гродна, Беларусь, 230000
праезд Тыражны, 27, Бабруйск, Беларусь, 213801
вуліца Пажарная, 149, Гродна, Беларусь, 230000
вуліца Сечанава, 37, Полацк, Беларусь, 211291
вуліца Францыска Скарыны, 192, Слонім, Беларусь, 231800
вуліца Крамскога, 198, Гродна, Беларусь, 230000
вуліца Адама Шэмеша, 94, Баранавічы, Беларусь, 225320
вуліца Дубравінская, 157, Дзяржынск, Беларусь, 222720
вуліца Каштанавая, 36, Фаніпаль, Беларусь, 222750
вуліца Рабінніцкая, 115, Стаубцы, Беларусь, 222660
вуліца Жукоўскага, 131, Ашмяны, Беларусь, 231103
вуліца Алтайская, 156, Дзяржынск, Беларусь, 222720
вуліца Якуба Коласа, 144, Мазыр, Беларусь, 247760
завулак Палявы, 150, Мінск, Беларусь, 220000
вуліца Малаковіч, 72, Баранавічы, Беларусь, 225320
вуліца Лівенцава, 116, Ліда, Беларусь, 231300
вуліца Зарэчная, 25, Гомель, Беларусь, 240000
вуліца Стругаўская, 193, Гомель, Беларусь, 240000
вуліца Расонская, 10, Слонім, Беларусь, 231800
вуліца Серабранская, 155, Фаніпаль, Беларусь, 222750
завулак Салаўіны, 24, Орша, Беларусь, 211030
завулак Кааператыўны, 32, Фаніпаль, Беларусь, 222750
плошча Казінца, 177, Фаніпаль, Беларусь, 222750
праспект Жукава, 154, Барысаў, Беларусь, 222120
вуліца Асенняя, 56, Баранавічы, Беларусь, 225320
вуліца Янкі Лучыны, 131, Магілёў, Беларусь, 212000
завулак Паравозны, 177, Вілейка, Беларусь, 222410
вуліца Заслаўская, 152, Мазыр, Беларусь, 247760
завулак Землямерны, 196, Гомель, Беларусь, 240000
завулак Прыгожы, 34, Магілёў, Беларусь, 212000
вуліца Куляшова, 24, Барысаў, Беларусь, 222120
вуліца Антонаўская, 185, Полацк, Беларусь, 211291
завулак Ліпкаўскі, 119, Стаубцы, Беларусь, 222660
вуліца Вадалажскага, 157, Полацк, Беларусь, 211291
плошча Юбілейная, 148, Барысаў, Беларусь, 222120
завулак Нагорны, 123, Ліда, Беларусь, 231300
вуліца Лівенцава, 152, Вітебск, Беларусь, 210000
вуліца Навуковая, 116, Вітебск, Беларусь, 210000
плошча Якуба Коласа, 90, Гомель, Беларусь, 240000
вуліца Абрыкосавая, 18, Фаніпаль, Беларусь, 222750
вуліца Абухоўская, 184, Бабруйск, Беларусь, 213801
завулак Ангарскі, 63, Полацк, Беларусь, 211291
праспект Любімава, 186, Баранавічы, Беларусь, 225320
вуліца Філімонава, 17, Слонім, Беларусь, 231800
вуліца Падлесная, 75, Фаніпаль, Беларусь, 222750
плошча Перамогі, 192, Слонім, Беларусь, 231800
вуліца Раманаўская Слабада, 143, Мінск, Беларусь, 220000
завулак Нафтавы, 110, Полацк, Беларусь, 211291
завулак Собінава, 37, Фаніпаль, Беларусь, 222750
плошча Парыжскай Камуны, 39, Мінск, Беларусь, 220000
вуліца Голубева, 178, Мінск, Беларусь, 220000
завулак Дабрамысленскі, 112, Жодзіна, Беларусь, 222160
вуліца Чапаева, 127, Гродна, Беларусь, 230000
вуліца Рамашкіна, 178, Брэст, Беларусь, 224000
вуліца Бэзавая, 191, Гомель, Беларусь, 240000
вуліца Дастаеўскага, 52, Слонім, Беларусь, 231800
завулак Мядзвежына, 88, Вілейка, Беларусь, 222410
вуліца Лазарава, 40, Ашмяны, Беларусь, 231103
вуліца Гродзенская, 131, Брэст, Беларусь, 224000
вуліца Талаша, 54, Фаніпаль, Беларусь, 222750
Азярцоўскі тракт, 190, Ліда, Беларусь, 231300
вуліца Ермака, 195, Дзяржынск, Беларусь, 222720
праезд Геалагічны, 70, Гродна, Беларусь, 230000
праезд Акружны, 175, Мінск, Беларусь, 220000
вуліца Высокая, 32, Вітебск, Беларусь, 210000
завулак Мацвееўскі, 185, Орша, Беларусь, 211030
завулак Сцяпянскі, 73, Стаубцы, Беларусь, 222660
вуліца Заводская, 40, Фаніпаль, Беларусь, 222750
вуліца Фогеля, 160, Полацк, Беларусь, 211291
вуліца Якуба Коласа, 134, Ашмяны, Беларусь, 231103
вуліца Мазырская, 98, Слонім, Беларусь, 231800
вуліца Чырванадонская, 166, Магілёў, Беларусь, 212000
вуліца Янкі Маўра, 147, Полацк, Беларусь, 211291
завулак Базісны, 73, Фаніпаль, Беларусь, 222750
завулак Маякоўскага, 46, Слонім, Беларусь, 231800
завулак Фаніпальскі, 124, Ашмяны, Беларусь, 231103
вуліца Слуцкай, 65, Барысаў, Беларусь, 222120
вуліца Паліграфічная, 189, Орша, Беларусь, 211030
вуліца Фрунзэ, 124, Мінск, Беларусь, 220000
вуліца Лівенцава, 141, Жодзіна, Беларусь, 222160
вуліца Лізы Чайкінай, 130, Вітебск, Беларусь, 210000
вуліца Асвейская, 99, Слонім, Беларусь, 231800
вуліца Пляханава, 193, Магілёў, Беларусь, 212000
вуліца Крамскога, 82, Мінск, Беларусь, 220000
вуліца Міхаіла Пташука, 111, Жодзіна, Беларусь, 222160
вуліца Архітэктара Заборскага, 23, Дзяржынск, Беларусь, 222720
вуліца Багранцава, 179, Стаубцы, Беларусь, 222660
Старавіленскі тракт, 43, Слонім, Беларусь, 231800
вуліца Крыловіча, 78, Полацк, Беларусь, 211291
вуліца Пуліхава, 172, Дзяржынск, Беларусь, 222720
вуліца Рабінніцкая, 189, Фаніпаль, Беларусь, 222750
завулак Фізкультурны, 186, Стаубцы, Беларусь, 222660
вуліца Нахіленая, 164, Ліда, Беларусь, 231300
вуліца Ташкенцкая, 60, Ліда, Беларусь, 231300
вуліца Алеся Бачылы, 175, Вілейка, Беларусь, 222410
вуліца Студэнцкая, 186, Магілёў, Беларусь, 212000
вуліца Мічурына, 186, Ашмяны, Беларусь, 231103
вуліца Ленінградская, 45, Вілейка, Беларусь, 222410
вуліца Набярэжная, 153, Орша, Беларусь, 211030
вуліца Дражня, 54, Дзяржынск, Беларусь, 222720
вуліца Янкоўскага, 113, Ліда, Беларусь, 231300
завулак Серабранскі, 146, Стаубцы, Беларусь, 222660
вуліца Бельскага, 75, Магілёў, Беларусь, 212000
вуліца Зацішша, 60, Стаубцы, Беларусь, 222660
