вуліца Грушаўская, 180, Орша, Беларусь, 211030
вуліца Пархоменкі, 62, Дзяржынск, Беларусь, 222720
вуліца Ліпавая, 42, Стаубцы, Беларусь, 222660
вуліца Мяржынскага, 58, Вілейка, Беларусь, 222410
вуліца Полацкая, 117, Барысаў, Беларусь, 222120
вуліца Маргелава, 87, Гродна, Беларусь, 230000
вуліца Асенняя, 151, Вілейка, Беларусь, 222410
вуліца Фаміна, 138, Бабруйск, Беларусь, 213801
вуліца Заслонава, 59, Ліда, Беларусь, 231300
вуліца Матросава, 170, Гродна, Беларусь, 230000
вуліца Карпава, 180, Баранавічы, Беларусь, 225320
вуліца Олешава, 110, Жодзіна, Беларусь, 222160
вуліца Стэфаніі Станюты, 142, Баранавічы, Беларусь, 225320
вуліца Крывіцкая, 36, Орша, Беларусь, 211030
вуліца Капыльская, 25, Слонім, Беларусь, 231800
завулак Усходні, 86, Гомель, Беларусь, 240000
вуліца Дукорская, 146, Ашмяны, Беларусь, 231103
вуліца Каржа, 12, Жодзіна, Беларусь, 222160
вуліца Сустрэчная, 162, Гомель, Беларусь, 240000
завулак Максіма Багдановіча, 58, Мазыр, Беларусь, 247760
вуліца Ельніцкая, 32, Баранавічы, Беларусь, 225320
вуліца Паўлюка Труса, 141, Гомель, Беларусь, 240000
вуліца Леаніда Бяды, 32, Стаубцы, Беларусь, 222660
вуліца Вызвалення, 112, Орша, Беларусь, 211030
вуліца Сустрэчная, 27, Гомель, Беларусь, 240000
завулак Грыбны, 180, Барысаў, Беларусь, 222120
праезд Бетонны, 64, Ашмяны, Беларусь, 231103
вуліца Авакяна, 133, Стаубцы, Беларусь, 222660
вуліца Паліграфічная, 96, Слонім, Беларусь, 231800
праезд Клецкі, 28, Мазыр, Беларусь, 247760
завулак Казарменны, 137, Вітебск, Беларусь, 210000
вуліца Мельнікайтэ, 57, Дзяржынск, Беларусь, 222720
праспект Газеты Праўда, 120, Барысаў, Беларусь, 222120
вуліца Брыкета, 53, Брэст, Беларусь, 224000
вуліца Возніцкая, 164, Магілёў, Беларусь, 212000
вуліца Вызвалення, 191, Полацк, Беларусь, 211291
вуліца Чырвонаармейская, 175, Жодзіна, Беларусь, 222160
вуліца Зарэчная, 44, Стаубцы, Беларусь, 222660
вуліца Лейтэнанта Кіжаватава, 170, Бабруйск, Беларусь, 213801
вуліца Брэсцкая, 32, Слонім, Беларусь, 231800
вуліца Рэпіна, 29, Дзяржынск, Беларусь, 222720
вуліца Наваўфімская, 88, Ашмяны, Беларусь, 231103
вуліца Якубава, 160, Мазыр, Беларусь, 247760
вуліца Грыбаедава, 139, Бабруйск, Беларусь, 213801
вуліца Ліпкаўская, 91, Бабруйск, Беларусь, 213801
вуліца Слуцкай, 76, Вілейка, Беларусь, 222410
вуліца Фаміна, 76, Слонім, Беларусь, 231800
вуліца Крупецкая, 14, Гродна, Беларусь, 230000
праезд Чакаліна, 77, Мінск, Беларусь, 220000
вуліца Варапаеўская, 135, Стаубцы, Беларусь, 222660
вуліца Пржавальскага, 133, Фаніпаль, Беларусь, 222750
праспект Любімава, 57, Бабруйск, Беларусь, 213801
завулак Калінінградскі, 72, Вілейка, Беларусь, 222410
вуліца Козыраўская, 143, Брэст, Беларусь, 224000
вуліца Палтаўская, 59, Брэст, Беларусь, 224000
вуліца Паліграфічная, 197, Баранавічы, Беларусь, 225320
вуліца Прушынскіх, 151, Баранавічы, Беларусь, 225320
вуліца Васільковая, 136, Барысаў, Беларусь, 222120
вуліца Крамскога, 59, Жодзіна, Беларусь, 222160
вуліца Караткевіча, 95, Мазыр, Беларусь, 247760
вуліца Жлобінская, 38, Фаніпаль, Беларусь, 222750
вуліца Курганная, 41, Полацк, Беларусь, 211291
вуліца Пермская, 47, Дзяржынск, Беларусь, 222720
вуліца Шчотаўка, 42, Брэст, Беларусь, 224000
вуліца Крамскога, 135, Мазыр, Беларусь, 247760
вуліца Янкі Лучыны, 70, Полацк, Беларусь, 211291
вуліца Рыгора Шырмы, 53, Вітебск, Беларусь, 210000
завулак Нававіленскі, 128, Ліда, Беларусь, 231300
вуліца Яркоўская, 44, Ліда, Беларусь, 231300
завулак Айвазоўскага, 164, Ашмяны, Беларусь, 231103
завулак Кахоўскі, 93, Жодзіна, Беларусь, 222160
вуліца Старавіленская, 70, Бабруйск, Беларусь, 213801
вуліца Падольская, 69, Гродна, Беларусь, 230000
вуліца Яўгена Глебава, 35, Гродна, Беларусь, 230000
вуліца Няміга, 64, Ашмяны, Беларусь, 231103
завулак Бумажкова, 81, Гродна, Беларусь, 230000
вуліца Пятра Мсціслаўца, 175, Мазыр, Беларусь, 247760
вуліца Мястраўская, 127, Баранавічы, Беларусь, 225320
вуліца Юбілейная, 197, Орша, Беларусь, 211030
завулак Ангарскі, 171, Вітебск, Беларусь, 210000
вуліца Лейтэнанта Кіжаватава, 33, Полацк, Беларусь, 211291
вуліца Раманаўская Слабада, 69, Слонім, Беларусь, 231800
вуліца Дакутовіч, 177, Ашмяны, Беларусь, 231103
плошча Свабоды, 167, Ліда, Беларусь, 231300
завулак Прыгожы, 197, Орша, Беларусь, 211030
вуліца Азоўская, 141, Магілёў, Беларусь, 212000
вуліца Ліпкаўская, 28, Стаубцы, Беларусь, 222660
завулак Сталетава, 79, Орша, Беларусь, 211030
завулак Пятроўшчына, 182, Полацк, Беларусь, 211291
вуліца Няміга, 176, Слонім, Беларусь, 231800
вуліца Масквіна, 138, Фаніпаль, Беларусь, 222750
вуліца Макаранкі, 65, Слонім, Беларусь, 231800
вуліца Кірава, 184, Орша, Беларусь, 211030
завулак Радашкоўскі, 83, Жодзіна, Беларусь, 222160
праезд Лошыцкі, 130, Стаубцы, Беларусь, 222660
вуліца Роменская, 45, Бабруйск, Беларусь, 213801
вуліца Тарханава, 199, Вілейка, Беларусь, 222410
вуліца Бярозагорская, 171, Стаубцы, Беларусь, 222660
Траецкая набярэжная, 140, Слонім, Беларусь, 231800
вуліца Акрэсціна, 151, Вілейка, Беларусь, 222410
завулак Рабочы, 74, Ліда, Беларусь, 231300
завулак Адзінцова, 126, Мазыр, Беларусь, 247760
праезд Прафсаюзны, 113, Вілейка, Беларусь, 222410
